originalRelease,originalNamespace,originalTypeName,changeCode,issue,release,namespace,typeName,definition,parentType,baseType,contentStyle,simpleStyle,isAssociation,isAugmentation,isAdapter,isMetadata
5.1,em,LeveeMaterialCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,LiabilityType,no change,,5.2,,,,,,,,,,,
5.1,em,LicenseCertificationRegistrationType,no change,,5.2,,,,,,,,,,,
5.1,em,LocationAugmentationType,no change,,5.2,,,,,,,,,,,
5.1,em,LogicalAndType,no change,,5.2,,,,,,,,,,,
5.1,em,LogicalOrType,no change,,5.2,,,,,,,,,,,
5.1,em,LogisticsType,no change,,5.2,,,,,,,,,,,
5.1,em,MajorDamageQualifierCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,MajorDamageQualifierCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,ManagementFunctionType,no change,,5.2,,,,,,,,,,,
5.1,em,MessageCategoryCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,MessageCategoryCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,MessageHeaderType,no change,,5.2,,,,,,,,,,,
5.1,em,MessageRecallType,no change,,5.2,,,,,,,,,,,
5.1,em,MessageResponseCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,MessageResponseCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,MHAffectedQualifierCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,MHAffectedQualifierCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,MHDestroyedQualifierCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,MHDestroyedQualifierCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,MHMajorDamageQualifierCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,MHMajorDamageQualifierCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,MHMinorDamageQualifierCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,MHMinorDamageQualifierCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,MinorDamageQualifierCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,MinorDamageQualifierCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,MissionInformationType,no change,,5.2,,,,,,,,,,,
5.1,em,NISTSP800733PIVCardDataType,no change,,5.2,,,,,,,,,,,
5.1,em,NotificationCategoryCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,NotificationCategoryCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,NotificationDistributionScopeCategoryCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,NotificationDistributionScopeCategoryCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,NotificationDistributionScopeType,no change,,5.2,,,,,,,,,,,
5.1,em,NotificationFunctionCategoryCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,NotificationFunctionCategoryCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,NotificationMessageStatusCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,NotificationMessageStatusCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,NotificationTargetLocationType,no change,,5.2,,,,,,,,,,,
5.1,em,NotificationType,no change,,5.2,,,,,,,,,,,
5.1,em,NotifierType,no change,,5.2,,,,,,,,,,,
5.1,em,OperationalStatusCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,OperationalStatusCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,OperationalStatusNotificationType,no change,,5.2,,,,,,,,,,,
5.1,em,OrganizationAffiliationCategoryCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,OrganizationAffiliationCategoryCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,OrganizationAugmentationType,no change,,5.2,,,,,,,,,,,
5.1,em,OrganizationPersonnelType,no change,,5.2,,,,,,,,,,,
5.1,em,OtherTextSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,OtherTextType,no change,,5.2,,,,,,,,,,,
5.1,em,OwnerInformationType,no change,,5.2,,,,,,,,,,,
5.1,em,ParkCategoryCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,ParkCategoryCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,ParksComponentCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,ParksComponentCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,PatientDiagnosisType,no change,,5.2,,,,,,,,,,,
5.1,em,PatientLaboratoryReportingType,no change,,5.2,,,,,,,,,,,
5.1,em,PatientType,no change,,5.2,,,,,,,,,,,
5.1,em,PeerReviewType,no change,,5.2,,,,,,,,,,,
5.1,em,PercentStatusType,no change,,5.2,,,,,,,,,,,
5.1,em,PersonAugmentationType,no change,,5.2,,,,,,,,,,,
5.1,em,PersonCredentialInformationType,no change,,5.2,,,,,,,,,,,
5.1,em,PersonHumanResourceType,no change,,5.2,,,,,,,,,,,
5.1,em,PersonIDCardType,no change,,5.2,,,,,,,,,,,
5.1,em,PHEOCMinimumDataSetType,no change,,5.2,,,,,,,,,,,
5.1,em,PhysicalAccessLevelCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,PhysicalAccessLevelCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,PhysicalFitnessLevelCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,PhysicalFitnessLevelCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,PhysicalFitnessType,no change,,5.2,,,,,,,,,,,
5.1,em,PhysicalSecuritySystemType,no change,,5.2,,,,,,,,,,,
5.1,em,PIVAssuranceLevelCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,PIVAssuranceLevelCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,PlanApprovalType,no change,,5.2,,,,,,,,,,,
5.1,em,PlanningType,no change,,5.2,,,,,,,,,,,
5.1,em,PointToPointLocationTrackingType,no change,,5.2,,,,,,,,,,,
5.1,em,PowerCategoryCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,PowerCategoryCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,PowerComponentCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,PowerComponentCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,PreliminaryDamageAssessmentType,no change,,5.2,,,,,,,,,,,
5.1,em,ProgramKindCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,ProgramKindCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,ProhibitiveDeploymentConditionType,no change,,5.2,,,,,,,,,,,
5.1,em,PublicAssistanceCategoryCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,PublicAssistanceCategoryCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,PublicCommunicationCategoryCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,PublicCommunicationCategoryCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,PublicCommunicationType,no change,,5.2,,,,,,,,,,,
5.1,em,PublicHealthEventType,no change,,5.2,,,,,,,,,,,
5.1,em,RecallCategoryCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,RecallCategoryCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,RecoveryProgramCategoryCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,RecoveryProgramCategoryCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,ReportAugmentationType,no change,,5.2,,,,,,,,,,,
5.1,em,ReportFrequencyCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,ReportFrequencyCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,ReportTemplateCategoryCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,ReportTemplateCategoryCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,RequestResourceInformationType,no change,,5.2,,,,,,,,,,,
5.1,em,ResourceInformationType,no change,,5.2,,,,,,,,,,,
5.1,em,ResourceLocationDetailsType,no change,,5.2,,,,,,,,,,,
5.1,em,ResourceScheduleType,no change,,5.2,,,,,,,,,,,
5.1,em,ResponderType,no change,,5.2,,,,,,,,,,,
5.1,em,ResponseOperationType,no change,,5.2,,,,,,,,,,,
5.1,em,RetentionDetentionCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,RetentionDetentionCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,RoadCategoryCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,RoadCategoryCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,RosterType,no change,,5.2,,,,,,,,,,,
5.1,em,RumorSurveillanceType,no change,,5.2,,,,,,,,,,,
5.1,em,ServiceCallAssignedUnitType,no change,,5.2,,,,,,,,,,,
5.1,em,ServiceCallAugmentationType,no change,,5.2,,,,,,,,,,,
5.1,em,ServiceCallOriginatorType,no change,,5.2,,,,,,,,,,,
5.1,em,ServiceCallResponseLocationType,no change,,5.2,,,,,,,,,,,
5.1,em,SituationalReportType,no change,,5.2,,,,,,,,,,,
5.1,em,SituationAnalysisType,no change,,5.2,,,,,,,,,,,
5.1,em,SkillAcquiredCategoryCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,SkillAcquiredCategoryCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,SkillType,no change,,5.2,,,,,,,,,,,
5.1,em,SnowActivitiesCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,SnowActivitiesCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,SpecimenType,no change,,5.2,,,,,,,,,,,
5.1,em,SpillwayCategoryCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,SpillwayCategoryCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,StagingType,no change,,5.2,,,,,,,,,,,
5.1,em,TeamType,no change,,5.2,,,,,,,,,,,
5.1,em,TechnologyType,no change,,5.2,,,,,,,,,,,
5.1,em,TernaryIndicatorCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,TernaryIndicatorCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,TestAugmentationType,no change,,5.2,,,,,,,,,,,
5.1,em,TrainingType,no change,,5.2,,,,,,,,,,,
5.1,em,TransitCategoryCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,TransitCategoryCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,TransitComponentCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,TransitComponentCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,TreatmentComponentCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,TreatmentComponentCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,TriagePatientCountType,no change,,5.2,,,,,,,,,,,
5.1,em,TribeKindCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,TribeKindCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,UnitLogoffNotificationType,no change,,5.2,,,,,,,,,,,
5.1,em,UnitLogonNotificationType,no change,,5.2,,,,,,,,,,,
5.1,em,UnitMoveNotificationType,no change,,5.2,,,,,,,,,,,
5.1,em,UpdateRecordType,no change,,5.2,,,,,,,,,,,
5.1,em,ValueType,no change,,5.2,,,,,,,,,,,
5.1,em,WaiverType,no change,,5.2,,,,,,,,,,,
5.1,em,WatchCommunicationModeCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,WatchCommunicationModeCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,WaterStorageCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,WaterStorageCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,WaterStorageComponentCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,WaterStorageComponentCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,WaterTreatmentCategoryCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,WaterTreatmentCategoryCodeType,no change,,5.2,,,,,,,,,,,
5.1,em,WorkLaborCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,em,WorkLaborCodeType,no change,,5.2,,,,,,,,,,,
5.1,fema,BuildingBasementStructureCategoryCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,fema,BuildingBasementStructureCategoryCodeType,no change,,5.2,,,,,,,,,,,
5.1,fema,BuildingCommunityRatingSystemDiscountCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,fema,BuildingCommunityRatingSystemDiscountCodeType,no change,,5.2,,,,,,,,,,,
5.1,fema,BuildingCondominiumCategoryCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,fema,BuildingCondominiumCategoryCodeType,no change,,5.2,,,,,,,,,,,
5.1,fema,BuildingContentsLocationCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,fema,BuildingContentsLocationCodeType,no change,,5.2,,,,,,,,,,,
5.1,fema,BuildingElevationCertificateCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,fema,BuildingElevationCertificateCodeType,no change,,5.2,,,,,,,,,,,
5.1,fema,BuildingFloodZoneSimpleType,no change,,5.2,,,,,,,,,,,
5.1,fema,BuildingFloodZoneType,no change,,5.2,,,,,,,,,,,
5.1,fema,BuildingFloorQuantityCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,fema,BuildingFloorQuantityCodeType,no change,,5.2,,,,,,,,,,,
5.1,fema,BuildingObstructionCategoryCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,fema,BuildingObstructionCategoryCodeType,no change,,5.2,,,,,,,,,,,
5.1,fema,BuildingOccupancyCategoryCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,fema,BuildingOccupancyCategoryCodeType,no change,,5.2,,,,,,,,,,,
5.1,fema,BuildingPolicyRateMethodCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,fema,BuildingPolicyRateMethodCodeType,no change,,5.2,,,,,,,,,,,
5.1,fips,USCounty3DigitCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,fips,USCounty3DigitCodeType,no change,,5.2,,,,,,,,,,,
5.1,fips,USCounty5DigitCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,fips,USCounty5DigitCodeType,no change,,5.2,,,,,,,,,,,
5.1,fips,USStateNumericCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,fips,USStateNumericCodeType,no change,,5.2,,,,,,,,,,,
5.1,genc,CountryAlpha2CodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,genc,CountryAlpha2CodeType,no change,,5.2,,,,,,,,,,,
5.1,genc,CountryAlpha3CodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,genc,CountryAlpha3CodeType,no change,,5.2,,,,,,,,,,,
5.1,genc,CountryNumericCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,genc,CountryNumericCodeType,no change,,5.2,,,,,,,,,,,
5.1,genc,CountrySubdivisionCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,genc,CountrySubdivisionCodeType,no change,,5.2,,,,,,,,,,,
5.1,geo,CurveType,no change,,5.2,,,,,,,,,,,
5.1,geo,EllipseType,no change,,5.2,,,,,,,,,,,
5.1,geo,EnvelopeType,no change,,5.2,,,,,,,,,,,
5.1,geo,FeatureType,no change,,5.2,,,,,,,,,,,
5.1,geo,GeometryType,no change,,5.2,,,,,,,,,,,
5.1,geo,LineStringType,no change,,5.2,,,,,,,,,,,
5.1,geo,MultiCurveType,no change,,5.2,,,,,,,,,,,
5.1,geo,MultiGeometryType,no change,,5.2,,,,,,,,,,,
5.1,geo,MultiPointType,no change,,5.2,,,,,,,,,,,
5.1,geo,MultiSurfaceType,no change,,5.2,,,,,,,,,,,
5.1,geo,PointType,no change,,5.2,,,,,,,,,,,
5.1,geo,PolygonType,no change,,5.2,,,,,,,,,,,
5.1,geo,SurfaceType,no change,,5.2,,,,,,,,,,,
5.1,have-codes,AvailabilityStatusCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,have-codes,AvailabilityStatusCodeType,no change,,5.2,,,,,,,,,,,
5.1,have-codes,BedCategoryCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,have-codes,BedCategoryCodeType,no change,,5.2,,,,,,,,,,,
5.1,have-codes,CapacityStatusCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,have-codes,CapacityStatusCodeType,no change,,5.2,,,,,,,,,,,
5.1,have-codes,ClinicalStatusCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,have-codes,ClinicalStatusCodeType,no change,,5.2,,,,,,,,,,,
5.1,have-codes,DeconCapacityCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,have-codes,DeconCapacityCodeType,no change,,5.2,,,,,,,,,,,
5.1,have-codes,EMSOffloadStatusCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,have-codes,EMSOffloadStatusCodeType,no change,,5.2,,,,,,,,,,,
5.1,have-codes,EMSTrafficStatusCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,have-codes,EMSTrafficStatusCodeType,no change,,5.2,,,,,,,,,,,
5.1,have-codes,EOCPlanCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,have-codes,EOCPlanCodeType,no change,,5.2,,,,,,,,,,,
5.1,have-codes,EOCStatusCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,have-codes,EOCStatusCodeType,no change,,5.2,,,,,,,,,,,
5.1,have-codes,FacilityStatusCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,have-codes,FacilityStatusCodeType,no change,,5.2,,,,,,,,,,,
5.1,have-codes,MorgueCapacityCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,have-codes,MorgueCapacityCodeType,no change,,5.2,,,,,,,,,,,
5.1,have-codes,SecurityStatusCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,have-codes,SecurityStatusCodeType,no change,,5.2,,,,,,,,,,,
5.1,hazmat,HazmatCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,hazmat,HazmatCodeType,no change,,5.2,,,,,,,,,,,
5.1,hl7,ReligionCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,hl7,ReligionCodeType,no change,,5.2,,,,,,,,,,,
5.1,hs,AbuseNeglectInjuryType,no change,,5.2,,,,,,,,,,,
5.1,hs,AbuseNeglectSeverityCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,hs,AbuseNeglectSeverityCodeType,no change,,5.2,,,,,,,,,,,
5.1,hs,ActionRequestedCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,hs,ActionRequestedCodeType,no change,,5.2,,,,,,,,,,,
5.1,hs,ActivityInvolvedPersonAssociationAugmentationType,no change,,5.2,,,,,,,,,,,
5.1,hs,AddressCategoryCodeListCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,hs,AddressCategoryCodeListCodeType,no change,,5.2,,,,,,,,,,,
5.1,hs,AdoptingParentRelationshipCategoryCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,hs,AdoptingParentRelationshipCategoryCodeType,no change,,5.2,,,,,,,,,,,
5.1,hs,AdoptiveFamilyAssociationType,no change,,5.2,,,,,,,,,,,
5.1,hs,AdoptiveParentChildAssociationType,no change,,5.2,,,,,,,,,,,
5.1,hs,AFCARSPermanencyGoalCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,hs,AFCARSPermanencyGoalCodeType,no change,,5.2,,,,,,,,,,,
5.1,hs,AssessmentOutcomeType,no change,,5.2,,,,,,,,,,,
5.1,hs,AssessmentRecommendationType,no change,,5.2,,,,,,,,,,,
5.1,hs,AssessmentRecommendedCourseOfActionCategoryCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,hs,AssessmentRecommendedCourseOfActionCategoryCodeType,no change,,5.2,,,,,,,,,,,
5.1,hs,AssessmentRecommendedCourseOfActionType,no change,,5.2,,,,,,,,,,,
5.1,hs,AssociatedPersonChildAssociationType,no change,,5.2,,,,,,,,,,,
5.1,hs,AttorneyStatusCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,hs,AttorneyStatusCodeType,no change,,5.2,,,,,,,,,,,
5.1,hs,BasisOfAppointmentCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,hs,BasisOfAppointmentCodeType,no change,,5.2,,,,,,,,,,,
5.1,hs,BiologicalParentChildAssociationType,no change,,5.2,,,,,,,,,,,
5.1,hs,BiologicalParentDeterminationMethodCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,hs,BiologicalParentDeterminationMethodCodeType,no change,,5.2,,,,,,,,,,,
5.1,hs,BiologicalParentDeterminationStatusCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,hs,BiologicalParentDeterminationStatusCodeType,no change,,5.2,,,,,,,,,,,
5.1,hs,CaseInitiationReasonCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,hs,CaseInitiationReasonCodeType,no change,,5.2,,,,,,,,,,,
5.1,hs,CaseParticipantType,no change,,5.2,,,,,,,,,,,
5.1,hs,CaseWorkerCategoryCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,hs,CaseWorkerCategoryCodeType,no change,,5.2,,,,,,,,,,,
5.1,hs,CaseworkerInvolvementCategoryCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,hs,CaseworkerInvolvementCategoryCodeType,no change,,5.2,,,,,,,,,,,
5.1,hs,CaseworkerType,no change,,5.2,,,,,,,,,,,
5.1,hs,CaseWorkerUnitCodeListCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,hs,CaseWorkerUnitCodeListCodeType,no change,,5.2,,,,,,,,,,,
5.1,hs,CaseWorkerUnitType,no change,,5.2,,,,,,,,,,,
5.1,hs,ChargeAllegationCategoryCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,hs,ChargeAllegationCategoryCodeType,no change,,5.2,,,,,,,,,,,
5.1,hs,ChargeAugmentationType,no change,,5.2,,,,,,,,,,,
5.1,hs,ChildCareIndicatorCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,hs,ChildCareIndicatorCodeType,no change,,5.2,,,,,,,,,,,
5.1,hs,ChildLegalCustodyPartyAssociationType,no change,,5.2,,,,,,,,,,,
5.1,hs,ChildSupportAssistanceStatusIndicatorCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,hs,ChildSupportAssistanceStatusIndicatorCodeType,no change,,5.2,,,,,,,,,,,
5.1,hs,ChildSupportEnforcementCaseDispositionDecisionCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,hs,ChildSupportEnforcementCaseDispositionDecisionCodeType,no change,,5.2,,,,,,,,,,,
5.1,hs,ChildSupportEnforcementCaseDispositionDecisionType,no change,,5.2,,,,,,,,,,,
5.1,hs,ChildSupportEnforcementCaseOriginatorAssociationType,no change,,5.2,,,,,,,,,,,
5.1,hs,ChildSupportEnforcementCaseTransferCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,hs,ChildSupportEnforcementCaseTransferCodeType,no change,,5.2,,,,,,,,,,,
5.1,hs,ChildSupportEnforcementCaseType,no change,,5.2,,,,,,,,,,,
5.1,hs,ChildSupportEnforcementOrganizationType,no change,,5.2,,,,,,,,,,,
5.1,hs,ChildSupportInsuranceBeneficiaryPersonAssociationType,no change,,5.2,,,,,,,,,,,
5.1,hs,ChildSupportInsuranceCoverageCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,hs,ChildSupportInsuranceCoverageCodeType,no change,,5.2,,,,,,,,,,,
5.1,hs,ChildSupportInsuranceCoverageOrderType,no change,,5.2,,,,,,,,,,,
5.1,hs,ChildSupportObligationOrderActionCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,hs,ChildSupportObligationOrderActionCodeType,no change,,5.2,,,,,,,,,,,
5.1,hs,ChildSupportObligationType,no change,,5.2,,,,,,,,,,,
5.1,hs,ChildType,no change,,5.2,,,,,,,,,,,
5.1,hs,ChildVictimChargeAssociationType,no change,,5.2,,,,,,,,,,,
5.1,hs,ChildVictimType,no change,,5.2,,,,,,,,,,,
5.1,hs,ChildWelfareCaseType,no change,,5.2,,,,,,,,,,,
5.1,hs,ChildWelfareChargeStatusCategoryCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,hs,ChildWelfareChargeStatusCategoryCodeType,no change,,5.2,,,,,,,,,,,
5.1,hs,ClientAttorneyAssociationType,no change,,5.2,,,,,,,,,,,
5.1,hs,ClinicalObservationType,no change,,5.2,,,,,,,,,,,
5.1,hs,ContactActivityCategoryCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,hs,ContactActivityCategoryCodeType,no change,,5.2,,,,,,,,,,,
5.1,hs,ContactActivityType,no change,,5.2,,,,,,,,,,,
5.1,hs,ContactInformationAugmentationType,no change,,5.2,,,,,,,,,,,
5.1,hs,CourtEventAttendeeType,no change,,5.2,,,,,,,,,,,
5.1,hs,CourtOrderAugmentationType,no change,,5.2,,,,,,,,,,,
5.1,hs,DataPrivacyType,no change,,5.2,,,,,,,,,,,
5.1,hs,DataQualityType,no change,,5.2,,,,,,,,,,,
5.1,hs,DependencyPetitionType,no change,,5.2,,,,,,,,,,,
5.1,hs,DevelopmentalDisabilityCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,hs,DevelopmentalDisabilityCodeType,no change,,5.2,,,,,,,,,,,
5.1,hs,DispositionAugmentationType,no change,,5.2,,,,,,,,,,,
5.1,hs,DrugDosageUnitsCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,hs,DrugDosageUnitsCodeType,no change,,5.2,,,,,,,,,,,
5.1,hs,DrugUseFrequencyCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,hs,DrugUseFrequencyCodeType,no change,,5.2,,,,,,,,,,,
5.1,hs,EducationalAdjustmentCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,hs,EducationalAdjustmentCodeType,no change,,5.2,,,,,,,,,,,
5.1,hs,EducationalIssuesType,no change,,5.2,,,,,,,,,,,
5.1,hs,EligibilityType,no change,,5.2,,,,,,,,,,,
5.1,hs,EmployerAugmentationType,no change,,5.2,,,,,,,,,,,
5.1,hs,EntityFindingAssociationType,no change,,5.2,,,,,,,,,,,
5.1,hs,ExploitationIndustryCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,hs,ExploitationIndustryCodeType,no change,,5.2,,,,,,,,,,,
5.1,hs,FindingType,no change,,5.2,,,,,,,,,,,
5.1,hs,FosterCareCasePlanGoalCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,hs,FosterCareCasePlanGoalCodeType,no change,,5.2,,,,,,,,,,,
5.1,hs,FosterCareFundingSourceCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,hs,FosterCareFundingSourceCodeType,no change,,5.2,,,,,,,,,,,
5.1,hs,FosterCareRemovalReasonCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,hs,FosterCareRemovalReasonCodeType,no change,,5.2,,,,,,,,,,,
5.1,hs,FosterParentChildAssociationType,no change,,5.2,,,,,,,,,,,
5.1,hs,GoalObjectiveType,no change,,5.2,,,,,,,,,,,
5.1,hs,HealthDetailsType,no change,,5.2,,,,,,,,,,,
5.1,hs,HealthInsuranceType,no change,,5.2,,,,,,,,,,,
5.1,hs,HearingCategoryCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,hs,HearingCategoryCodeType,no change,,5.2,,,,,,,,,,,
5.1,hs,HistoricalNarrativeType,no change,,5.2,,,,,,,,,,,
5.1,hs,HousingPermanencyCategoryCodeSimpleType,no change,,5.2,,,,,,,,,,,
5.1,hs,HousingPermanencyCategoryCodeType,no change,,5.2,,,,,,,,,,,
5.1,hs,HumanTraffickingVictimType,no change,,5.2,,,,,,,,,,,
