originalRelease,originalNamespace,originalTypeName,changeCode,issue,release,namespace,typeName,definition,parentType,baseType,contentStyle,simpleStyle,isAssociation,isAugmentation,isAdapter,isMetadata
5.1,,,add,,5.2,usmtf,DSNSTUIIIExtensionType,A data type for a DSN STU-III extension number.,,usmtf:DSNSTUIIIExtensionSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,DualRoutingCodeSimpleType,A data type for an indicator that is used to request dual routing assignment.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,DualRoutingCodeType,A data type for an indicator that is used to request dual routing assignment.,,usmtf:DualRoutingCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,DueHomeDateReasonSimpleType,A data type for a reason for the due home date.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,DueHomeDateReasonType,A data type for a reason for the due home date.,,usmtf:DueHomeDateReasonSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,DurationTimeType,A data type for a period of time expressed in hours and minutes.,,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,DustbinAreaCodeSimpleType,A data type for the dustbin operation areas.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,DustbinAreaCodeType,A data type for the dustbin operation areas.,,usmtf:DustbinAreaCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,DutiesExperienceSimpleType,A data type for a work or duty related functions of a human entity.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,DutiesExperienceType,A data type for a work or duty related functions of a human entity.,,usmtf:DutiesExperienceSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,DutyOtherSimpleType,A data type for a duty assigned whose code is not present in the existing codes lists.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,DutyOtherType,A data type for a duty assigned whose code is not present in the existing codes lists.,,usmtf:DutyOtherSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EchelonLevelCodeSimpleType,"A data type for the lowest structural level, echelon, or point at which organizational control or authority of the subject unit is concentrated.",,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EchelonLevelCodeType,"A data type for the lowest structural level, echelon, or point at which organizational control or authority of the subject unit is concentrated.",,usmtf:EchelonLevelCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EducationLevelCodeSimpleType,A data type for the education level of a human entity.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EducationLevelCodeType,A data type for the education level of a human entity.,,usmtf:EducationLevelCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EffectiveCodeSimpleType,A data type for the code used to indicate effective immediately.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EffectiveCodeType,A data type for the code used to indicate effective immediately.,,usmtf:EffectiveCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EffectiveRangeKiloyardsType,A data type for the distance along a specific line from a known or observed point within which a system or platform can operate effectively.,,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ElectromagneticPulseUnitCodeSimpleType,A data type for the unit of electronic emission measurement in pulses per second.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ElectromagneticPulseUnitCodeType,A data type for the unit of electronic emission measurement in pulses per second.,,usmtf:ElectromagneticPulseUnitCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ElectronicAttackConfidenceLevelCodeSimpleType,A data type for the level of certainty in electronic attack information reported.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ElectronicAttackConfidenceLevelCodeType,A data type for the level of certainty in electronic attack information reported.,,usmtf:ElectronicAttackConfidenceLevelCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ElectronicDataSimpleType,"A data type for a electronic data that consists of the domain name, Internet Protocol (IP) address and/or Universal Resource Locator (URL), server location, network name, file type, and originator of electronic data.",,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ElectronicDataType,"A data type for a electronic data that consists of the domain name, Internet Protocol (IP) address and/or Universal Resource Locator (URL), server location, network name, file type, and originator of electronic data.",,usmtf:ElectronicDataSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ElectronicMailAddressSimpleType,A data type for an identifier used by senders and recipients of Electronic Mail (E-Mail) over computer networks.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ElectronicMailAddressType,A data type for an identifier used by senders and recipients of Electronic Mail (E-Mail) over computer networks.,,usmtf:ElectronicMailAddressSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ElectronicSiteNumberSimpleType,"A data type for a unique identifier of a specific electronic site and its associated equipment (also known as ""PIN number"").",,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ElectronicSiteNumberType,"A data type for a unique identifier of a specific electronic site and its associated equipment (also known as ""PIN number"").",,usmtf:ElectronicSiteNumberSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ElectronicWarfareCodeSimpleType,A data type for electronic warfare types.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ElectronicWarfareCodeType,A data type for electronic warfare types.,,usmtf:ElectronicWarfareCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ElementRecoveryTimeType,A data type for the amount of time required to restore an element to an operable or readiness condition.,,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ElevatedDuctAltitudeRangeMeasureType,A data type for the upper and lower altitude boundaries that define an elevated duct.,,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ElevationDerivationSimpleType,A data type for method used to determine elevation of a target.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ElevationDerivationType,A data type for method used to determine elevation of a target.,,usmtf:ElevationDerivationSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ElevationFeetMetersAMSLType,"A data type for the height of a land surface, object, or thing above sea level measured in feet or meters.",,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ElevationQualifiedSimpleType,A data type for an elevation in feet or meters and the elevation qualifier.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ElevationQualifiedType,A data type for an elevation in feet or meters and the elevation qualifier.,,usmtf:ElevationQualifiedSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ElevationType,"A data type for the vertical distance of a point or a level, on or affixed to the surface of the earth, measured from mean sea level.",,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EllipticalAreaSimpleType,A data type for the dimensions and orientation which designate an elliptical area.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EllipticalAreaType,A data type for the dimensions and orientation which designate an elliptical area.,,usmtf:EllipticalAreaSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EmbarkationHarborSimpleType,A data type for a name of the embarkation harbor.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EmbarkationHarborType,A data type for a name of the embarkation harbor.,,usmtf:EmbarkationHarborSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EmbarkedPersonnelCategoryCodeSimpleType,A data type for the classification of embarked personnel assigned to a ship's company.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EmbarkedPersonnelCategoryCodeType,A data type for the classification of embarked personnel assigned to a ship's company.,,usmtf:EmbarkedPersonnelCategoryCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EmergencyActionPlanNameSimpleType,A data type for a title of the applicable emergency action plan.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EmergencyActionPlanNameType,A data type for a title of the applicable emergency action plan.,,usmtf:EmergencyActionPlanNameSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EmergencyCodeSimpleType,A data type for the type of emergency that is being reported.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EmergencyCodeType,A data type for the type of emergency that is being reported.,,usmtf:EmergencyCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EmergencyDisablementEvacuationUnitSimpleType,A data type for a unit designator of a unit conducting an emergency disablement or emergency evacuation of nuclear weapons.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EmergencyDisablementEvacuationUnitType,A data type for a unit designator of a unit conducting an emergency disablement or emergency evacuation of nuclear weapons.,,usmtf:EmergencyDisablementEvacuationUnitSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EmissionControlPlanA1ToZ9Type,A data type for the identifier of the specific emission control plan which is to be employed.,,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EmissionControlPlanDesignationSimpleType,A data type for a designation for a specific emission control plan.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EmissionControlPlanDesignationType,A data type for a designation for a specific emission control plan.,,usmtf:EmissionControlPlanDesignationSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EmissionControlPlanIDSimpleType,A data type for an identifier code for an emission control plan.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EmissionControlPlanIDType,A data type for an identifier code for an emission control plan.,,usmtf:EmissionControlPlanIDSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EmissionFrequencyType,A data type for the frequency of an emitted electronic signal.,,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EmissionsDesignatorSimpleType,A data type for a NATO standardized designation of radio frequency emissions.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EmissionsDesignatorType,A data type for a NATO standardized designation of radio frequency emissions.,,usmtf:EmissionsDesignatorSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EmitterCategoryCodeSimpleType,A data type for the assigned emitter category.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EmitterCategoryCodeType,A data type for the assigned emitter category.,,usmtf:EmitterCategoryCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EmitterDesignationSimpleType,"A data type for a nickname or nomenclature assigned to, or associated with a particular emitter.",,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EmitterDesignationType,"A data type for a nickname or nomenclature assigned to, or associated with a particular emitter.",,usmtf:EmitterDesignationSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EmitterEquipmentCodeSimpleType,A data type for the type of equipment that is the source of a particular emitted signal.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EmitterEquipmentCodeType,A data type for the type of equipment that is the source of a particular emitted signal.,,usmtf:EmitterEquipmentCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EmitterEvaluationSimpleType,A data type for an evaluation of a particular emitter.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EmitterEvaluationType,A data type for an evaluation of a particular emitter.,,usmtf:EmitterEvaluationSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EmitterFunctionCodeSimpleType,"A data type for the code for the function of a radio, radar, or emitter site.",,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EmitterFunctionCodeType,"A data type for the code for the function of a radio, radar, or emitter site.",,usmtf:EmitterFunctionCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EmitterLocationDataCategoryCodeSimpleType,A data type for a code which represents the category of emitter location data.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EmitterLocationDataCategoryCodeType,A data type for a code which represents the category of emitter location data.,,usmtf:EmitterLocationDataCategoryCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EmitterNameSimpleType,"A data type for an assigned name of a particular emitter, operation or station.",,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EmitterNameType,"A data type for an assigned name of a particular emitter, operation or station.",,usmtf:EmitterNameSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EmitterNicknameSimpleType,"A data type for a nickname or nomenclature assigned to, or associated with a particular emitter.",,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EmitterNicknameType,"A data type for a nickname or nomenclature assigned to, or associated with a particular emitter.",,usmtf:EmitterNicknameSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EmploymentDesignatorCodeSimpleType,A data type for the designator of a type of employment in NATO missions.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EmploymentDesignatorCodeType,A data type for the designator of a type of employment in NATO missions.,,usmtf:EmploymentDesignatorCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EnclosureNumberSimpleType,A data type for a number assigned to an enclosure of a basic plan or order.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EnclosureNumberType,A data type for a number assigned to an enclosure of a basic plan or order.,,usmtf:EnclosureNumberSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EncryptionDeviceSimpleType,A data type for an official nomenclature of an encryption device.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EncryptionDeviceType,A data type for an official nomenclature of an encryption device.,,usmtf:EncryptionDeviceSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EndCodeSimpleType,A data type to indicate end.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EndCodeType,A data type to indicate end.,,usmtf:EndCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EndingTimeQualifierCodeSimpleType,A data type for the non-discrete time that indicates when an event will end.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EndingTimeQualifierCodeType,A data type for the non-discrete time that indicates when an event will end.,,usmtf:EndingTimeQualifierCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EnemyMasterKeySimpleType,A data type for a unique identifier assigned to track enemy entities.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EnemyMasterKeyType,A data type for a unique identifier assigned to track enemy entities.,,usmtf:EnemyMasterKeySimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EnemyReceiverNameCodeSimpleType,A data type for the name of the enemy receiver equipment.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EnemyReceiverNameCodeType,A data type for the name of the enemy receiver equipment.,,usmtf:EnemyReceiverNameCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EnemyThreatCodeSimpleType,A data type for an evaluation of the enemy's response to an MCM operation.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EnemyThreatCodeType,A data type for an evaluation of the enemy's response to an MCM operation.,,usmtf:EnemyThreatCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EnemyUnitDesignationSimpleType,A data type for a designator of the enemy unit.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EnemyUnitDesignationType,A data type for a designator of the enemy unit.,,usmtf:EnemyUnitDesignationSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EnemyUnitStatusCodeSimpleType,A data type for the operational status of enemy unit.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EnemyUnitStatusCodeType,A data type for the operational status of enemy unit.,,usmtf:EnemyUnitStatusCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EnemyWeaponSimpleType,A data type for a literal designation of a particular enemy weapon.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EnemyWeaponType,A data type for a literal designation of a particular enemy weapon.,,usmtf:EnemyWeaponSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EngagementAuthoritySimpleType,A data type for a military authority responsible for the control of the surface-to-air weapon system.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EngagementAuthorityType,A data type for a military authority responsible for the control of the surface-to-air weapon system.,,usmtf:EngagementAuthoritySimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EngineCodeSimpleType,A data type for the type of engine used.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EngineCodeType,A data type for the type of engine used.,,usmtf:EngineCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EngineFunctionCodeSimpleType,A data type for the purpose for which an engine is used.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EngineFunctionCodeType,A data type for the purpose for which an engine is used.,,usmtf:EngineFunctionCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EnRouteStopLocationNameSimpleType,A data type for a location at which an aircraft will land during a mission.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EnRouteStopLocationNameType,A data type for a location at which an aircraft will land during a mission.,,usmtf:EnRouteStopLocationNameSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EntityCodeSimpleType,A data type for the code used to delineate a type of battlefield entity.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EntityCodeType,A data type for the code used to delineate a type of battlefield entity.,,usmtf:EntityCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EntityConditionCodeSimpleType,A data type for the code to describe the physical manner of being or state of existence of the entity.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EntityConditionCodeType,A data type for the code to describe the physical manner of being or state of existence of the entity.,,usmtf:EntityConditionCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EntityOperatingAreaSimpleType,A data type for a name of the entity operating area.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EntityOperatingAreaType,A data type for a name of the entity operating area.,,usmtf:EntityOperatingAreaSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EnvironmentalCategoryFilterCodeSimpleType,A data type for the code for the category of filter associated with link operations.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EnvironmentalCategoryFilterCodeType,A data type for the code for the category of filter associated with link operations.,,usmtf:EnvironmentalCategoryFilterCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EnvironmentProvinceCodeSimpleType,A data type for the type of environment province type.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EnvironmentProvinceCodeType,A data type for the type of environment province type.,,usmtf:EnvironmentProvinceCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EnvironmentProvinceNameSimpleType,A data type for a name of the environment province.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EnvironmentProvinceNameType,A data type for a name of the environment province.,,usmtf:EnvironmentProvinceNameSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EODActivityCodeSimpleType,A data type for the code to indicate the type of EOD activity.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EODActivityCodeType,A data type for the code to indicate the type of EOD activity.,,usmtf:EODActivityCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentCategoryCodeSimpleType,A data type for the category into which equipment (to include fixed bridges) is classified for reporting purposes.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentCategoryCodeType,A data type for the category into which equipment (to include fixed bridges) is classified for reporting purposes.,,usmtf:EquipmentCategoryCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentCodeContactSimpleType,A data type for an identifier code assigned to a contact by the security group.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentCodeContactType,A data type for an identifier code assigned to a contact by the security group.,,usmtf:EquipmentCodeContactSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentConfigurationSimpleType,A data type for an equipment configuration.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentConfigurationType,A data type for an equipment configuration.,,usmtf:EquipmentConfigurationSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentDescriptionType,"A data type for a category, name and model of equipment.",,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentDesignatorSimpleType,A data type for a literal designation of equipment.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentDesignatorType,A data type for a literal designation of equipment.,,usmtf:EquipmentDesignatorSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentForeignOriginCodeSimpleType,"A data type for a code representing the country of origin of designated delivery vehicles under the control of non-U.S. forces (e.g., NATO, CANADA) but reported by U.S. forces.",,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentForeignOriginCodeType,"A data type for a code representing the country of origin of designated delivery vehicles under the control of non-U.S. forces (e.g., NATO, CANADA) but reported by U.S. forces.",,usmtf:EquipmentForeignOriginCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentIDSimpleType,A data type for a code used to identify equipment.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentIDType,A data type for a code used to identify equipment.,,usmtf:EquipmentIDSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentJammedCodeSimpleType,A data type for the type of equipment being jammed.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentJammedCodeType,A data type for the type of equipment being jammed.,,usmtf:EquipmentJammedCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentLifeSettingType,A data type for the period of time in which a piece of equipment functions before self-deactivation occurs.,,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentLineItemNumberSimpleType,A data type for a line item number of an item.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentLineItemNumberType,A data type for a line item number of an item.,,usmtf:EquipmentLineItemNumberSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentMalfunctionSimpleType,A data type for a code for the equipment malfunction.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentMalfunctionType,A data type for a code for the equipment malfunction.,,usmtf:EquipmentMalfunctionSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentModelCommonSimpleType,A data type for a model number of the specific equipment.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentModelCommonType,A data type for a model number of the specific equipment.,,usmtf:EquipmentModelCommonSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentModelSimpleType,A data type for a model number designation of specific equipment.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentModelType,A data type for a model number designation of specific equipment.,,usmtf:EquipmentModelSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentName18CharMaxSimpleType,A data type for a name of equipment. Limited to 18 characters.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentName18CharMaxType,A data type for a name of equipment. Limited to 18 characters.,,usmtf:EquipmentName18CharMaxSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentName20CharMaxSimpleType,A data type for a name of equipment. Limited to 20 characters.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentName20CharMaxType,A data type for a name of equipment. Limited to 20 characters.,,usmtf:EquipmentName20CharMaxSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentName24CharMaxSimpleType,A data type for a name of equipment. Limited to 24 characters.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentName24CharMaxType,A data type for a name of equipment. Limited to 24 characters.,,usmtf:EquipmentName24CharMaxSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentName30CharMaxSimpleType,A data type for a name of equipment. Limited to 30 characters.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentName30CharMaxType,A data type for a name of equipment. Limited to 30 characters.,,usmtf:EquipmentName30CharMaxSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentName38CharMaxSimpleType,A data type for a name of equipment. Limited to 38 characters.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
